1;
2;40,43,49,46,7,74,77,81,90,103
3;10,13,16,66,79,105,53,56,57,61
4;79,92,14,16,23,27,28,31,36,39
5;25,46,50,59,66,95,8,28,29,30
6;49,16,15,51,68,87,23,31,32,39
7;2,23,44,46,51,52,15,33,47,48
8;30,52,61,10,31,40,45,48,50,51
9;58,36,62,76,88,104,34,17,38,42
10;105,16,45,56,13,106,40,8,50,15
11;12,16,18,19,31,33,78,22,24,10
12;44,23,16,61,18,19,11,33,37,4
13;105,56,10,48,3,57,79,83,99,8
14;69,15,36,47,66,4,79,83,105,44
15;47,105,68,99,45,106,57,60,65,66
17;9,28,50,58,81,93,107,30,31,32
16;19,10,31,6,18,3,12,45,51,56
19;16,31,74,18,11,22,12,45,49,53
18;16,62,78,81,90,22,24,28,29,30
21;52,69,105,8,23,30,40,10,54,60
20;32,30,25,43,49,51,52,55,74,76
23;49,52,30,51,40,77,45,48,15,7
22;40,53,57,64,3,31,33,8,43,48
25;46,55,86,5,28,32,33,43,9,51
24;81,28,90,29,84,62,107,31,43,46
27;30,43,51,55,74,76,84,97,52,4
26;36,60,46,47,58,44,65,86,29,30
29;75,81,90,28,24,30,96,46,58,103
28;90,107,24,81,29,84,46,50,76,39
31;39,50,16,74,10,8,45,19,51,56
30;52,76,84,40,50,23,58,29,77,8
34;55,65,58,50,71,72,102,104,16,51
35;104,10,13,3,36,40,42,48,57,61
32;20,43,46,68,101,6,33,40,15,44
33;40,43,44,53,57,66,82,2,37,7
38;55,9,34,58,65,77,30,2,36,23
39;31,76,80,84,46,50,51,56,72,28
36;26,9,45,58,65,80,23,8,34,4
37;83,66,44,53,61,33,69,79,12,105
42;34,36,9,60,89,104,105,35,3,40
43;40,2,46,55,57,84,32,53,33,27
40;23,30,2,43,52,57,77,8,48,49
41;16,56,65,83,104,105,34,36,38,40
46;43,28,57,86,90,32,39,7,44,25
47;15,46,45,60,68,79,86,89,101,105
44;12,15,33,7,46,51,79,18,23,26
45;15,10,78,23,31,36,39,8,47,60
51;49,23,76,6,27,30,31,39,40,44
50;31,28,30,65,76,39,46,10,56,58
49;23,2,6,51,30,40,52,76,77,107
48;77,23,40,8,52,57,76,13,104,9
55;43,34,76,38,27,51,30,58,25,107
54;52,30,65,76,15,23,55,57,58,9
53;57,43,22,33,3,8,37,12,44,45
52;30,23,40,8,76,77,51,7,54,70
59;50,66,71,79,81,29,34,5,8,62
58;30,9,65,34,36,50,55,29,28,76
57;43,46,53,40,105,22,48,33,13,65
56;105,10,83,13,39,40,50,8,79,82
63;
62;78,81,9,18,24,90,100,47,50,51
61;8,16,23,12,73,83,87,18,9,30
60;66,30,45,47,15,26,87,40,42,43
68;15,32,47,6,46,33,49,53,43,73
69;14,105,10,16,21,33,37,56,66,12
70;104,73,52,40,72,9,76,61,34,36
71;59,34,30,9,40,48,50,24,60,61
64;22,3,18,94,16,2,19,11,33,44
65;50,58,34,45,15,51,54,57,36,43
66;60,83,105,37,57,59,3,10,79,15
67;
76;30,50,51,52,55,39,77,99,107,46
77;30,40,48,52,76,23,49,51,2,74
78;62,45,31,8,10,18,81,29,30,11
79;83,8,10,13,16,44,47,50,51,56
72;39,34,31,45,50,56,62,65,70,18
73;70,61,39,45,52,12,68,16,23,104
74;31,84,27,30,2,43,50,52,16,76
75;29,30,81,96,103,49,57,58,60,71
85;81,84,28,43,52,58,65,74,76,77
84;30,39,43,74,81,28,90,46,50,31
87;10,15,60,61,6,88,106,33,44,45
86;46,25,47,51,45,26,30,36,39,40
81;24,90,28,29,84,62,43,46,50,59
80;39,31,45,51,65,36,6,8,16,47
83;105,66,79,37,56,16,10,13,104,61
82;39,56,33,89,8,10,44,46,50,13
93;81,24,29,30,58,62,71,78,9,90
92;16,4,40,56,69,10,94,102,31,34
95;57,5,103,40,43,46,54,55,25,58
94;16,34,40,45,55,56,64,82,88,89
89;100,105,65,66,82,15,45,47,44,10
88;10,87,9,99,18,44,48,54,57,66
91;3,4,5,8,10,13,14,15,16,31
90;81,28,24,29,30,84,46,107,2,50
102;34,36,49,56,60,74,75,79,92,96
103;29,40,43,46,57,75,2,15,23,44
100;89,10,62,66,78,33,16,105,32,6
101;32,46,47,15,7,36,44,4,23,50
98;
99;76,15,39,57,13,88,96,30,40,44
96;29,81,90,75,99,43,56,57,24,77
97;58,27,62,65,36,38,39,41,44,51
106;15,10,52,66,87,104,45,56,59,23
107;28,90,76,46,49,51,55,24,81,84
104;70,34,40,48,52,65,66,9,83,10
105;13,15,56,83,10,57,89,66,8,3
