2;1;30
2;2;21
2;3;21
2;4;20
2;5;19
2;6;18
2;7;17
2;8;17
2;9;16
2;10;13
2;11;12
2;12;11
2;13;11
2;14;11
2;15;10
2;16;10
2;17;9
2;18;9
2;19;9
2;20;9
2;21;9
2;22;8
2;23;8
2;24;8
2;25;8
2;26;7
2;27;7
2;28;7
2;29;7
2;30;6
2;31;6
2;32;6
2;33;6
2;34;6
2;35;6
2;36;5
2;37;5
2;38;5
2;39;5
2;40;5
2;41;4
2;42;4
2;43;4
2;44;4
2;45;4
2;46;4
2;47;4
2;48;4
2;49;4
2;50;3
2;51;3
2;52;3
2;53;3
2;54;3
2;55;3
2;56;3
2;57;3
2;58;3
2;59;3
2;60;3
2;61;3
2;62;2
2;63;2
2;64;2
2;65;2
2;66;2
2;67;2
2;68;2
2;69;2
2;70;2
2;71;2
2;72;2
2;73;2
2;74;2
2;75;2
2;76;2
2;77;2
2;78;2
2;79;2
2;80;2
2;81;2
2;82;2
2;83;2
2;84;2
2;85;2
2;86;2
2;87;2
2;88;2
2;89;2
2;90;2
2;91;2
2;92;2
2;93;2
2;94;2
2;95;1
2;96;1
2;97;1
2;98;1
2;99;1
2;100;1
2;101;1
2;102;1
2;103;1
2;104;1
2;105;1
2;106;1
2;107;1
2;108;1
2;109;1
2;110;1
2;111;1
2;112;1
2;113;1
2;114;1
2;115;1
2;116;1
2;117;1
2;118;1
2;119;1
2;120;1
2;121;1
2;122;1
2;123;1
2;124;1
2;125;1
2;126;1
2;127;1
2;128;1
2;129;1
2;130;1
2;131;1
2;132;1
2;133;1
2;134;1
2;135;1
2;136;1
2;137;1
2;138;1
2;139;1
2;140;1
2;141;1
2;142;1
2;143;1
2;144;1
2;145;1
2;146;1
2;147;1
2;148;1
2;149;1
2;150;1
2;151;1
2;152;1
2;153;1
2;154;1
2;155;1
2;156;1
2;157;1
2;158;1
2;159;1
2;160;1
2;161;1
2;162;1
2;163;1
3;29;63
3;34;19
3;164;17
3;40;16
3;162;7
3;165;5
3;166;4
3;20;4
3;167;4
3;14;3
3;168;3
3;1;3
3;169;3
3;170;3
3;41;2
3;28;2
3;171;2
3;172;2
3;173;2
3;174;2
3;175;2
3;44;2
3;77;2
3;176;1
3;177;1
3;60;1
3;2;1
3;31;1
3;178;1
3;179;1
3;46;1
3;180;1
3;181;1
3;182;1
3;107;1
3;183;1
3;19;1
3;184;1
3;88;1
3;185;1
3;186;1
3;50;1
3;187;1
3;188;1
3;155;1
3;189;1
3;190;1
3;24;1
3;137;1
3;123;1
3;191;1
3;192;1
3;193;1
3;194;1
3;195;1
3;196;1
3;197;1
3;108;1
3;198;1
3;199;1
4;57;33
4;1;30
4;2;22
4;101;21
4;17;18
4;29;17
4;19;16
4;40;14
4;44;13
4;200;12
4;201;12
4;24;10
4;6;10
4;143;9
4;9;8
4;10;8
4;20;8
4;202;8
4;203;7
4;92;6
4;35;6
4;18;6
4;12;6
4;186;5
4;7;5
4;204;5
4;205;5
4;39;4
4;84;4
4;138;4
4;140;4
4;32;4
4;206;4
4;207;4
4;11;3
4;8;3
4;28;3
4;61;3
4;30;3
4;27;3
4;52;3
4;90;3
4;208;3
4;209;3
4;162;2
4;99;2
4;33;2
4;210;2
4;163;2
4;211;2
4;184;2
4;212;2
4;198;2
4;71;2
4;5;2
4;213;2
4;214;2
4;215;2
4;105;2
4;41;2
4;74;1
4;43;1
4;51;1
4;216;1
4;217;1
4;218;1
4;219;1
4;220;1
4;221;1
4;222;1
4;94;1
4;223;1
4;224;1
4;225;1
4;226;1
4;227;1
4;228;1
4;70;1
4;72;1
4;;
4;29;1
4;54;1
4;229;1
4;230;1
4;231;1
4;22;1
4;232;1
4;133;1
4;233;1
4;73;1
4;234;1
4;135;1
4;235;1
4;69;1
4;236;1
4;237;1
4;96;1
4;238;1
4;239;1
4;240;1
4;241;1
4;137;1
4;242;1
5;98;91
5;243;16
5;11;13
5;244;12
5;66;11
5;18;6
5;29;5
5;99;5
5;6;5
5;245;4
5;246;3
5;119;3
5;247;2
5;1;2
5;208;2
5;143;2
5;158;2
5;92;2
5;248;2
5;2;2
5;140;2
5;150;1
5;64;1
5;230;1
5;67;1
5;32;1
5;198;1
5;146;1
5;249;1
5;250;1
5;251;1
5;10;1
5;139;1
5;242;1
5;113;1
5;82;1
5;41;1
5;5;1
5;13;1
5;39;1
5;252;1
5;68;1
5;137;1
5;238;1
5;253;1
5;71;1
5;14;1
6;1;19
6;35;14
6;162;14
6;24;12
6;107;11
6;77;9
6;2;9
6;100;8
6;236;8
6;254;8
6;15;8
6;94;8
6;55;7
6;3;7
6;6;6
6;18;6
6;246;5
6;155;5
6;7;5
6;12;4
6;9;4
6;14;4
6;19;4
6;61;4
6;68;4
6;43;4
6;255;4
6;28;4
6;69;4
6;32;4
6;64;4
6;256;3
6;34;3
6;257;3
6;11;3
6;250;3
6;49;3
6;13;3
6;220;3
6;258;3
6;173;3
6;66;2
6;219;2
6;96;2
6;121;2
6;223;2
6;138;2
6;259;2
6;88;2
6;248;2
6;260;2
6;41;2
6;261;2
6;38;2
6;262;2
6;263;2
6;264;2
6;39;2
6;265;2
6;266;2
6;52;2
6;229;2
6;267;1
6;45;1
6;56;1
6;268;1
6;269;1
6;270;1
6;212;1
6;271;1
6;26;1
6;87;1
6;161;1
6;148;1
6;145;1
6;272;1
6;273;1
6;274;1
6;275;1
6;113;1
6;243;1
6;104;1
6;70;1
6;207;1
6;276;1
6;21;1
6;277;1
6;57;1
6;149;1
6;140;1
6;278;1
6;74;1
6;279;1
6;123;1
6;85;1
6;280;1
6;51;1
6;281;1
6;282;1
6;283;1
6;284;1
6;285;1
6;232;1
6;286;1
6;287;1
6;106;1
6;156;1
6;288;1
6;108;1
6;252;1
6;65;1
6;117;1
6;129;1
6;289;1
6;130;1
6;227;1
6;201;1
6;290;1
6;17;1
6;137;1
6;92;1
6;291;1
6;292;1
6;238;1
6;293;1
6;29;1
6;90;1
7;155;21
7;9;12
7;42;11
7;236;10
7;19;7
7;6;7
7;1;7
7;64;6
7;10;5
7;68;5
7;24;5
7;12;5
7;138;5
7;294;5
7;54;4
7;92;4
7;77;3
7;18;3
7;215;3
7;28;3
7;295;3
7;20;2
7;296;2
7;145;2
7;220;2
7;85;2
7;235;2
7;162;2
7;297;2
7;57;2
7;298;2
7;204;2
7;224;2
7;154;2
7;269;2
7;17;2
7;25;2
7;143;1
7;218;1
7;99;1
7;208;1
7;255;1
7;212;1
7;254;1
7;299;1
7;300;1
7;130;1
7;301;1
7;302;1
7;7;1
7;303;1
7;258;1
7;41;1
7;304;1
7;305;1
7;35;1
7;11;1
7;37;1
7;306;1
7;307;1
7;50;1
7;34;1
7;29;1
7;15;1
7;100;1
7;308;1
7;238;1
7;144;1
7;246;1
7;223;1
7;309;1
7;66;1
7;310;1
7;129;1
7;229;1
7;52;1
7;111;1
7;22;1
7;311;1
7;107;1
7;32;1
7;312;1
7;313;1
7;314;1
7;278;1
8;24;36
8;34;32
8;1;31
8;32;28
8;173;19
8;20;18
8;145;17
8;41;13
8;11;13
8;29;12
8;57;10
8;77;10
8;207;9
8;40;8
8;4;7
8;39;6
8;138;6
8;96;6
8;5;5
8;122;5
8;84;5
8;107;5
8;6;5
8;155;4
8;228;4
8;263;4
8;315;4
8;92;4
8;108;4
8;162;4
8;236;4
8;8;4
8;19;4
8;75;4
8;17;3
8;316;3
8;276;3
8;232;3
8;7;3
8;21;3
8;317;3
8;74;2
8;143;2
8;318;2
8;279;2
8;319;2
8;320;2
8;31;2
8;37;2
8;120;2
8;89;2
8;13;2
8;125;2
8;85;2
8;161;2
8;90;2
8;15;2
8;220;2
8;22;2
8;45;2
8;18;2
8;133;2
8;64;2
8;12;2
8;139;2
8;321;1
8;9;1
8;211;1
8;152;1
8;132;1
8;14;1
8;70;1
8;229;1
8;252;1
8;72;1
8;322;1
8;237;1
8;88;1
8;141;1
8;38;1
8;66;1
8;111;1
8;323;1
8;10;1
8;204;1
8;246;1
8;103;1
8;137;1
8;33;1
8;200;1
8;43;1
8;324;1
8;26;1
8;312;1
8;325;1
8;326;1
8;304;1
8;3;1
8;270;1
8;327;1
8;300;1
8;328;1
8;42;1
8;329;1
8;209;1
8;330;1
8;331;1
8;100;1
8;269;1
8;332;1
8;333;1
8;334;1
8;335;1
8;336;1
8;337;1
8;104;1
8;93;1
8;212;1
8;338;1
8;78;1
8;339;1
8;28;1
8;254;1
8;340;1
8;341;1
9;171;16
9;34;12
9;155;9
